,חדרים,קומה,"מ""ר",מצב הנכס,קומות בבנין,מרפסות,חניות,סוג נכס,שכונה,עיר,תיווך,מיזוג,סורגים,מעלית,מטבח כשר,דוד שמש,גישה לנכים,"ממ""ד",משופצת,מחסן,מזגן תדיראן,ריהוט,גמיש,מחיר
2518,5,17,145,חדש,21,1,ללא,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,0,0,0,0,0,0,"4,000,000 ₪"
2519,4,7,110,,,,,דירה, קרית השרון, נתניה,,,,,,,,,,,,,,"2,450,000 ₪"
2520,5,5,120,משופץ,10,1,1,דירה, נתניה, נתניה,0,1,0,1,,1,0,0,1,0,0,0,0,"2,300,000 ₪"
2521,7,קרקע,270,משופץ,,2,2,בית פרטי/קוטג', רמת פולג, נתניה,0,1,1,0,,1,0,1,1,1,1,0,0,"6,000,000 ₪"
2522,4,3,110,,,,,דירה, נתניה, נתניה,,,,,,1,1,1,0,0,0,0,0,"2,650,000 ₪"
2523,5,1,152,משופץ,9,1,2,דירה, גלי הים, נתניה,0,1,0,1,,1,1,1,1,1,1,0,0,"2,990,000 ₪"
2524,6,קרקע,380,במצב שמור,,1,2,בית פרטי/קוטג', רמת פולג, נתניה,1,1,1,0,,1,0,1,0,0,0,0,0,"7,580,000 ₪"
2525,5,4,150,חדש מקבלן,4,2,2,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,1,1,1,0,1,0,0,0,"3,800,000 ₪"
2526,3,1,70,משופץ,4,,ללא,דירה, נתניה, נתניה,1,1,1,0,,1,0,0,1,0,1,0,0,"1,390,000 ₪"
2527,4,5,100,משופץ,5,,ללא,דירה, מרכז העיר דרום, נתניה,0,1,1,1,,0,1,0,1,0,1,1,1,"1,700,000 ₪"
2528,5,21,250,במצב שמור,21,1,2,דירה, עיר ימים, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"6,900,000 ₪"
2529,,,,,,,,,,,,,,,,,,,,,,,,
2530,4,14,125,חדש,24,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,1,1,0,1,1,1,1,1,"4,750,000 ₪"
2531,5,13,155,חדש,17,1,2,דירה, נתניה, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"4,800,000 ₪"
2532,3.5,קרקע,75,במצב שמור,4,1,ללא,דירה, צפון מערב מרכז העיר, נתניה,0,1,1,0,,1,1,0,0,0,0,0,0,"1,750,000 ₪"
2533,10,קרקע,615,משופץ,,1,3,בית פרטי/קוטג', נווה איתמר, נתניה,1,1,1,0,,1,1,1,1,1,1,0,0,"8,200,000 ₪"
2534,5,6,130,חדש,8,1,2,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,1,0,1,0,1,0,0,0,לא צוין מחיר
2535,4,3,108,משופץ,6,1,1,דירה, צפון מערב מרכז העיר, נתניה,1,1,0,1,,1,0,0,1,0,0,0,0,"1,920,000 ₪"
2536,3,1,79,משופץ,4,,ללא,דירה, רמת ידין, נתניה,0,1,1,0,,1,0,0,1,0,1,0,0,"1,430,000 ₪"
2537,4,1,90,במצב שמור,4,,1,דירה, רמת ידין, נתניה,0,1,1,0,,0,0,0,0,0,1,0,0,"1,490,000 ₪"
2538,5,9,130,משופץ,12,1,1,דירה, נתניה, נתניה,0,1,0,1,,1,1,0,1,0,1,0,0,"2,070,000 ₪"
2539,5,7,220,חדש מקבלן,7,1,1,גג/פנטהאוז, צפון מערב מרכז העיר, נתניה,0,1,0,1,,1,0,1,0,0,1,0,0,"4,350,000 ₪"
2540,4,2,129,חדש,18,1,2,דירה, עיר ימים, נתניה,1,1,0,1,,1,1,1,0,1,1,0,0,"4,050,000 ₪"
2541,5,14,155,חדש,18,1,2,דירה, נוף הטיילת, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"4,590,000 ₪"
2542,4.5,3,126,משופץ,25,1,2,דירה, אגמים, נתניה,1,1,0,1,,0,1,1,1,0,1,1,1,"3,290,000 ₪"
2543,5,3,115,משופץ,8,,1,דירה, צפון מזרח מרכז העיר, נתניה,0,1,0,1,,1,1,0,1,0,0,0,0,"2,400,000 ₪"
2544,6,15,276,חדש מקבלן,17,2,3,גג/פנטהאוז, נתניה, נתניה,0,0,0,1,,0,1,1,0,1,0,0,0,"10,500,000 ₪"
2545,5,12,150,משופץ,13,1,2,דופלקס, נתניה, נתניה,0,1,0,1,,1,1,1,1,0,0,0,0,"3,900,000 ₪"
2546,3,2,71,במצב שמור,4,,1,דירה, רמת ידין, נתניה,1,1,0,1,,1,1,0,0,0,0,0,0,"1,540,000 ₪"
2547,,,,משופץ,,,2,,,,1,1,0,0,,1,1,1,1,1,1,0,0,
2548,4,30,200,חדש,33,1,3,גג/פנטהאוז, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"18,000,000 ₪"
2549,6,קרקע,230,דרוש שיפוץ,,,1,דו משפחתי, רמת אפרים, נתניה,0,1,1,0,,1,0,1,0,0,0,0,0,"3,300,000 ₪"
2550,4,5,97,,,,,דירה, מרכז העיר דרום, נתניה,,,,,,,,,,,,,,"1,900,000 ₪"
2551,8,קרקע,1000,משופץ,,2,2,בית פרטי/קוטג', נתניה, נתניה,0,1,0,0,,1,1,0,1,0,0,0,0,"13,500,000 ₪"
2552,5,5,130,משופץ,9,1,2,דירה, קרית השרון, נתניה,0,1,0,1,,1,1,1,1,1,0,0,0,"3,300,000 ₪"
2553,4,3,100,משופץ,6,,1,דירה, צפון מזרח מרכז העיר, נתניה,0,1,1,1,,1,1,0,1,0,1,0,0,"1,820,000 ₪"
2554,3,8,75,משופץ,8,,ללא,דירה, נאות שקד, נתניה,0,1,0,1,,1,1,0,1,0,1,0,0,"1,300,000 ₪"
2555,3.5,2,100,במצב שמור,8,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,0,0,0,0,0,0,0,"1,690,000 ₪"
2556,4.5,2,141,משופץ,2,2,ללא,גג/פנטהאוז, קרית רבין, נתניה,0,1,0,0,,1,0,1,1,1,0,0,0,"2,290,000 ₪"
2557,3.5,קרקע,120,במצב שמור,,,1,דו משפחתי, נאות גנים, נתניה,0,1,0,0,,1,1,0,0,0,0,0,0,"3,400,000 ₪"
2558,4.5,קרקע,210,חדש,,2,1,בית פרטי/קוטג', נוף הטיילת, נתניה,0,1,1,1,,1,0,1,1,1,1,0,0,"5,200,000 ₪"
2559,4.5,2,150,דרוש שיפוץ,9,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,1,0,0,1,0,0,0,"2,350,000 ₪"
2560,4,1,82,במצב שמור,4,,ללא,דירה, קרית נורדאו, נתניה,0,1,1,0,,1,0,0,0,0,0,0,0,"1,720,000 ₪"
2561,5,12,180,משופץ,17,3,2,גג/פנטהאוז, נוף הטיילת, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"5,000,000 ₪"
2562,4,9,126,במצב שמור,21,1,3,דירה, נוף הטיילת, נתניה,0,1,0,1,,0,1,1,0,1,0,1,1,"4,150,000 ₪"
2563,5,6,135,חדש מקבלן,7,1,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,1,1,0,1,0,0,"2,900,000 ₪"
2564,3,1,72,משופץ,8,,ללא,דירה, נאות שקד, נתניה,0,1,1,1,,0,1,0,1,1,1,0,0,"1,065,000 ₪"
2565,5,8,125,במצב שמור,12,1,ללא,דירה, רמת פולג, נתניה,0,1,0,1,,0,1,0,1,0,0,0,0,"2,850,000 ₪"
2566,8,קרקע,270,חדש,2,1,2,דירת גן, כוכב הצפון, נתניה,0,1,1,0,,1,1,1,1,0,1,0,0,"3,500,000 ₪"
2567,5,16,136,חדש,24,1,1,דירה, נתניה, נתניה,0,1,0,1,,1,1,1,1,1,0,0,0,"3,800,000 ₪"
2568,4,11,121,חדש,19,1,2,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,1,0,0,0,0,"3,600,000 ₪"
2569,4,3,108,משופץ,6,1,1,דירה, צפון מערב מרכז העיר, נתניה,1,1,0,1,,1,0,0,1,0,0,0,0,"1,920,000 ₪"
2570,3,1,79,משופץ,4,,ללא,דירה, רמת ידין, נתניה,0,1,1,0,,1,0,0,1,0,1,0,0,"1,430,000 ₪"
2571,4,1,90,במצב שמור,4,,1,דירה, רמת ידין, נתניה,0,1,1,0,,0,0,0,0,0,1,0,0,"1,490,000 ₪"
2572,5,9,130,משופץ,12,1,1,דירה, נתניה, נתניה,0,1,0,1,,1,1,0,1,0,1,0,0,"2,070,000 ₪"
2573,5,7,220,חדש מקבלן,7,1,1,גג/פנטהאוז, צפון מערב מרכז העיר, נתניה,0,1,0,1,,1,0,1,0,0,1,0,0,"4,350,000 ₪"
2574,4,2,129,חדש,18,1,2,דירה, עיר ימים, נתניה,1,1,0,1,,1,1,1,0,1,1,0,0,"4,050,000 ₪"
2575,5,14,155,חדש,18,1,2,דירה, נוף הטיילת, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"4,590,000 ₪"
2576,4.5,3,126,משופץ,25,1,2,דירה, אגמים, נתניה,1,1,0,1,,0,1,1,1,0,1,1,1,"3,290,000 ₪"
2577,5,3,115,משופץ,8,,1,דירה, צפון מזרח מרכז העיר, נתניה,0,1,0,1,,1,1,0,1,0,0,0,0,"2,400,000 ₪"
2578,6,15,276,חדש מקבלן,17,2,3,גג/פנטהאוז, נתניה, נתניה,0,0,0,1,,0,1,1,0,1,0,0,0,"10,500,000 ₪"
2579,5,12,150,משופץ,13,1,2,דופלקס, נתניה, נתניה,0,1,0,1,,1,1,1,1,0,0,0,0,"3,900,000 ₪"
2580,3,2,71,במצב שמור,4,,1,דירה, רמת ידין, נתניה,1,1,0,1,,1,1,0,0,0,0,0,0,"1,540,000 ₪"
2581,5,קרקע,250,משופץ,,,2,דו משפחתי, נתניה, נתניה,1,1,0,0,,1,1,1,1,1,1,0,0,"4,650,000 ₪"
2582,4,30,200,חדש,33,1,3,גג/פנטהאוז, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"18,000,000 ₪"
2583,6,קרקע,230,דרוש שיפוץ,,,1,דו משפחתי, רמת אפרים, נתניה,0,1,1,0,,1,0,1,0,0,0,0,0,"3,300,000 ₪"
2584,4,5,97,במצב שמור,7,,1,דירה, מרכז העיר דרום, נתניה,1,1,0,1,,1,1,0,0,0,1,0,0,"1,900,000 ₪"
2585,8,קרקע,1000,משופץ,,2,2,בית פרטי/קוטג', נתניה, נתניה,0,1,0,0,,1,1,0,1,0,0,0,0,"13,500,000 ₪"
2586,,,,משופץ,9,1,2,,,,0,1,0,1,,1,1,1,1,1,0,0,0,
2587,4,3,100,משופץ,6,,1,דירה, צפון מזרח מרכז העיר, נתניה,0,1,1,1,,1,1,0,1,0,1,0,0,"1,820,000 ₪"
2588,3,8,75,משופץ,8,,ללא,דירה, נאות שקד, נתניה,0,1,0,1,,1,1,0,1,0,1,0,0,"1,300,000 ₪"
2589,3.5,2,100,במצב שמור,8,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,0,0,0,0,0,0,0,"1,690,000 ₪"
2590,4.5,2,141,משופץ,2,2,ללא,גג/פנטהאוז, קרית רבין, נתניה,0,1,0,0,,1,0,1,1,1,0,0,0,"2,290,000 ₪"
2591,3.5,קרקע,120,במצב שמור,,,1,דו משפחתי, נאות גנים, נתניה,0,1,0,0,,1,1,0,0,0,0,0,0,"3,400,000 ₪"
2592,4.5,קרקע,210,חדש,,2,1,בית פרטי/קוטג', נוף הטיילת, נתניה,0,1,1,1,,1,0,1,1,1,1,0,0,"5,200,000 ₪"
2593,4.5,2,150,דרוש שיפוץ,9,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,1,0,0,1,0,0,0,"2,350,000 ₪"
2594,4,1,82,במצב שמור,4,,ללא,דירה, קרית נורדאו, נתניה,0,1,1,0,,1,0,0,0,0,0,0,0,"1,720,000 ₪"
2595,5,12,180,משופץ,17,3,2,גג/פנטהאוז, נוף הטיילת, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"5,000,000 ₪"
2596,4,9,126,במצב שמור,21,1,3,דירה, נוף הטיילת, נתניה,0,1,0,1,,0,1,1,0,1,0,1,1,"4,150,000 ₪"
2597,5,6,135,חדש מקבלן,7,1,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,1,1,0,1,0,0,"2,900,000 ₪"
2598,3,1,72,משופץ,8,,ללא,דירה, נאות שקד, נתניה,0,1,1,1,,0,1,0,1,1,1,0,0,"1,065,000 ₪"
2599,5,8,125,במצב שמור,12,1,ללא,דירה, רמת פולג, נתניה,0,1,0,1,,0,1,0,1,0,0,0,0,"2,850,000 ₪"
2600,5,8,132,משופץ,8,2,2,גג/פנטהאוז, קרית השרון, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"4,000,000 ₪"
2601,3.5,קרקע,70,דרוש שיפוץ,,1,1,דו משפחתי, נאות גנים, נתניה,0,1,1,0,,1,1,0,0,0,1,0,0,"3,500,000 ₪"
2602,5,24,250,משופץ,25,1,2,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,1,0,0,"6,900,000 ₪"
2603,3,5,90,במצב שמור,7,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,0,0,0,0,0,0,0,"2,200,000 ₪"
2604,5,14,130,משופץ,15,1,2,דירה, קרית השרון, נתניה,0,1,1,1,,0,1,1,1,1,1,0,0,"3,290,000 ₪"
2605,5,21,170,משופץ,22,2,2,גג/פנטהאוז, קרית השרון, נתניה,0,0,0,1,,1,1,1,1,1,0,0,0,"4,000,000 ₪"
2606,5,6,137,במצב שמור,14,1,1,דירה, נוף הטיילת, נתניה,0,1,0,1,,0,1,1,0,1,0,0,0,"3,230,000 ₪"
2607,5,13,155,חדש,18,1,2,דירה, נוף הטיילת, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"4,500,000 ₪"
2608,5,23,140,משופץ,28,1,1,דירה, אגמים, נתניה,0,1,0,1,,1,0,1,1,1,0,0,0,"3,480,000 ₪"
2609,5,20,132,חדש,28,1,2,דירה, אגמים, נתניה,0,1,0,1,,0,1,1,1,1,1,1,1,"3,950,000 ₪"
2610,3,2,60,במצב שמור,4,,ללא,דירה, קרית נורדאו, נתניה,1,1,0,0,,0,0,0,0,0,0,0,0,"1,350,000 ₪"
2611,5,10,157,חדש,21,1,2,דירה, גלי הים, נתניה,0,1,0,1,,1,1,1,1,1,0,0,0,"4,220,000 ₪"
2612,8,קרקע,624,חדש מקבלן,,1,ללא,בית פרטי/קוטג', נווה איתמר, נתניה,0,1,0,0,,0,1,1,0,1,0,0,0,"9,200,000 ₪"
2613,4,7,120,,,,,גג/פנטהאוז, מרכז העיר דרום, נתניה,,,,,,,,,,,,,,"2,490,000 ₪"
2614,5,16,160,חדש מקבלן,22,1,2,דירה, מרכז העיר דרום, נתניה,0,1,1,1,,1,1,1,1,1,1,1,1,"5,800,000 ₪"
2615,4,14,125,חדש,24,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,1,1,0,1,1,1,1,1,"4,750,000 ₪"
2616,5,13,155,חדש,17,1,2,דירה, נתניה, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"4,800,000 ₪"
2617,3.5,קרקע,75,במצב שמור,4,1,ללא,דירה, צפון מערב מרכז העיר, נתניה,0,1,1,0,,1,1,0,0,0,0,0,0,"1,750,000 ₪"
2618,10,קרקע,615,משופץ,,1,3,בית פרטי/קוטג', נווה איתמר, נתניה,1,1,1,0,,1,1,1,1,1,1,0,0,"8,200,000 ₪"
2619,5,6,130,חדש,8,1,2,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,1,0,1,0,1,0,0,0,לא צוין מחיר
2620,4,3,108,משופץ,6,1,1,דירה, צפון מערב מרכז העיר, נתניה,1,1,0,1,,1,0,0,1,0,0,0,0,"1,920,000 ₪"
2621,3,1,79,משופץ,4,,ללא,דירה, רמת ידין, נתניה,0,1,1,0,,1,0,0,1,0,1,0,0,"1,430,000 ₪"
2622,4,1,90,במצב שמור,4,,1,דירה, רמת ידין, נתניה,0,1,1,0,,0,0,0,0,0,1,0,0,"1,490,000 ₪"
2623,5,9,130,משופץ,12,1,1,דירה, נתניה, נתניה,0,1,0,1,,1,1,0,1,0,1,0,0,"2,070,000 ₪"
2624,5,7,220,חדש מקבלן,7,1,1,גג/פנטהאוז, צפון מערב מרכז העיר, נתניה,0,1,0,1,,1,0,1,0,0,1,0,0,"4,350,000 ₪"
2625,,,,חדש,18,1,2,,,,1,1,0,1,,1,1,1,0,1,1,0,0,
2626,5,14,155,חדש,18,1,2,דירה, נוף הטיילת, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"4,590,000 ₪"
2627,4.5,3,126,משופץ,25,1,2,דירה, אגמים, נתניה,1,1,0,1,,0,1,1,1,0,1,1,1,"3,290,000 ₪"
2628,5,3,115,משופץ,8,,1,דירה, צפון מזרח מרכז העיר, נתניה,0,1,0,1,,1,1,0,1,0,0,0,0,"2,400,000 ₪"
2629,6,15,276,חדש מקבלן,17,2,3,גג/פנטהאוז, נתניה, נתניה,0,0,0,1,,0,1,1,0,1,0,0,0,"10,500,000 ₪"
2630,5,12,150,משופץ,13,1,2,דופלקס, נתניה, נתניה,0,1,0,1,,1,1,1,1,0,0,0,0,"3,900,000 ₪"
2631,3,2,71,במצב שמור,4,,1,דירה, רמת ידין, נתניה,1,1,0,1,,1,1,0,0,0,0,0,0,"1,540,000 ₪"
2632,5,קרקע,250,משופץ,,,2,דו משפחתי, נתניה, נתניה,1,1,0,0,,1,1,1,1,1,1,0,0,"4,650,000 ₪"
2633,4,30,200,חדש,33,1,3,גג/פנטהאוז, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"18,000,000 ₪"
2634,6,קרקע,230,דרוש שיפוץ,,,1,דו משפחתי, רמת אפרים, נתניה,0,1,1,0,,1,0,1,0,0,0,0,0,"3,300,000 ₪"
2635,4,5,97,במצב שמור,7,,1,דירה, מרכז העיר דרום, נתניה,1,1,0,1,,1,1,0,0,0,1,0,0,"1,900,000 ₪"
2636,8,קרקע,1000,משופץ,,2,2,בית פרטי/קוטג', נתניה, נתניה,0,1,0,0,,1,1,0,1,0,0,0,0,"13,500,000 ₪"
2637,5,5,130,משופץ,9,1,2,דירה, קרית השרון, נתניה,0,1,0,1,,1,1,1,1,1,0,0,0,"3,300,000 ₪"
2638,4,3,100,משופץ,6,,1,דירה, צפון מזרח מרכז העיר, נתניה,0,1,1,1,,1,1,0,1,0,1,0,0,"1,820,000 ₪"
2639,3,8,75,משופץ,8,,ללא,דירה, נאות שקד, נתניה,0,1,0,1,,1,1,0,1,0,1,0,0,"1,300,000 ₪"
2640,3.5,2,100,במצב שמור,8,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,0,0,0,0,0,0,0,"1,690,000 ₪"
2641,4.5,2,141,משופץ,2,2,ללא,גג/פנטהאוז, קרית רבין, נתניה,0,1,0,0,,1,0,1,1,1,0,0,0,"2,290,000 ₪"
2642,3.5,קרקע,120,במצב שמור,,,1,דו משפחתי, נאות גנים, נתניה,0,1,0,0,,1,1,0,0,0,0,0,0,"3,400,000 ₪"
2643,4.5,קרקע,210,חדש,,2,1,בית פרטי/קוטג', נוף הטיילת, נתניה,0,1,1,1,,1,0,1,1,1,1,0,0,"5,200,000 ₪"
2644,5,20,132,חדש,28,1,2,דירה, אגמים, נתניה,0,1,0,1,,0,1,1,1,1,1,1,1,"3,950,000 ₪"
2645,5,20,155,,,,,דירה, אגמים, נתניה,,,,,,,,,,,,,,"3,650,000 ₪"
2646,6,10,280,משופץ,13,2,3,גג/פנטהאוז, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"13,900,000 ₪"
2647,3.5,קרקע,75,במצב שמור,4,1,ללא,דירה, צפון מערב מרכז העיר, נתניה,0,1,1,0,,1,1,0,0,0,0,0,0,"1,750,000 ₪"
2648,10,קרקע,615,משופץ,,1,3,בית פרטי/קוטג', נווה איתמר, נתניה,1,1,1,0,,1,1,1,1,1,1,0,0,"8,200,000 ₪"
2649,5,6,130,חדש,8,1,2,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,1,0,1,0,1,0,0,0,לא צוין מחיר
2650,4,3,108,משופץ,6,1,1,דירה, צפון מערב מרכז העיר, נתניה,1,1,0,1,,1,0,0,1,0,0,0,0,"1,920,000 ₪"
2651,3,1,79,משופץ,4,,ללא,דירה, רמת ידין, נתניה,0,1,1,0,,1,0,0,1,0,1,0,0,"1,430,000 ₪"
2652,4,1,90,במצב שמור,4,,1,דירה, רמת ידין, נתניה,0,1,1,0,,0,0,0,0,0,1,0,0,"1,490,000 ₪"
2653,5,9,130,משופץ,12,1,1,דירה, נתניה, נתניה,0,1,0,1,,1,1,0,1,0,1,0,0,"2,070,000 ₪"
2654,5,7,220,חדש מקבלן,7,1,1,גג/פנטהאוז, צפון מערב מרכז העיר, נתניה,0,1,0,1,,1,0,1,0,0,1,0,0,"4,350,000 ₪"
2655,4,2,129,חדש,18,1,2,דירה, עיר ימים, נתניה,1,1,0,1,,1,1,1,0,1,1,0,0,"4,050,000 ₪"
2656,5,14,155,חדש,18,1,2,דירה, נוף הטיילת, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"4,590,000 ₪"
2657,4.5,3,126,משופץ,25,1,2,דירה, אגמים, נתניה,1,1,0,1,,0,1,1,1,0,1,1,1,"3,290,000 ₪"
2658,5,3,115,משופץ,8,,1,דירה, צפון מזרח מרכז העיר, נתניה,0,1,0,1,,1,1,0,1,0,0,0,0,"2,400,000 ₪"
2659,6,15,276,חדש מקבלן,17,2,3,גג/פנטהאוז, נתניה, נתניה,0,0,0,1,,0,1,1,0,1,0,0,0,"10,500,000 ₪"
2660,5,12,150,משופץ,13,1,2,דופלקס, נתניה, נתניה,0,1,0,1,,1,1,1,1,0,0,0,0,"3,900,000 ₪"
2661,3,2,71,במצב שמור,4,,1,דירה, רמת ידין, נתניה,1,1,0,1,,1,1,0,0,0,0,0,0,"1,540,000 ₪"
2662,5,קרקע,250,משופץ,,,2,דו משפחתי, נתניה, נתניה,1,1,0,0,,1,1,1,1,1,1,0,0,"4,650,000 ₪"
2663,4,30,200,חדש,33,1,3,גג/פנטהאוז, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"18,000,000 ₪"
2664,,,,דרוש שיפוץ,,,1,,,,0,1,1,0,,1,0,1,0,0,0,0,0,
2665,4,5,97,במצב שמור,7,,1,דירה, מרכז העיר דרום, נתניה,1,1,0,1,,1,1,0,0,0,1,0,0,"1,900,000 ₪"
2666,8,קרקע,1000,משופץ,,2,2,בית פרטי/קוטג', נתניה, נתניה,0,1,0,0,,1,1,0,1,0,0,0,0,"13,500,000 ₪"
2667,5,5,130,משופץ,9,1,2,דירה, קרית השרון, נתניה,0,1,0,1,,1,1,1,1,1,0,0,0,"3,300,000 ₪"
2668,4,3,100,משופץ,6,,1,דירה, צפון מזרח מרכז העיר, נתניה,0,1,1,1,,1,1,0,1,0,1,0,0,"1,820,000 ₪"
2669,3,8,75,משופץ,8,,ללא,דירה, נאות שקד, נתניה,0,1,0,1,,1,1,0,1,0,1,0,0,"1,300,000 ₪"
2670,3.5,2,100,במצב שמור,8,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,0,0,0,0,0,0,0,"1,690,000 ₪"
2671,4.5,2,141,משופץ,2,2,ללא,גג/פנטהאוז, קרית רבין, נתניה,0,1,0,0,,1,0,1,1,1,0,0,0,"2,290,000 ₪"
2672,3.5,קרקע,120,במצב שמור,,,1,דו משפחתי, נאות גנים, נתניה,0,1,0,0,,1,1,0,0,0,0,0,0,"3,400,000 ₪"
2673,4.5,קרקע,210,חדש,,2,1,בית פרטי/קוטג', נוף הטיילת, נתניה,0,1,1,1,,1,0,1,1,1,1,0,0,"5,200,000 ₪"
2674,4.5,2,150,דרוש שיפוץ,9,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,1,0,0,1,0,0,0,"2,350,000 ₪"
2675,4,1,82,במצב שמור,4,,ללא,דירה, קרית נורדאו, נתניה,0,1,1,0,,1,0,0,0,0,0,0,0,"1,720,000 ₪"
2676,5,12,180,משופץ,17,3,2,גג/פנטהאוז, נוף הטיילת, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"5,000,000 ₪"
2677,4,9,126,במצב שמור,21,1,3,דירה, נוף הטיילת, נתניה,0,1,0,1,,0,1,1,0,1,0,1,1,"4,150,000 ₪"
2678,5,6,135,חדש מקבלן,7,1,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,1,1,0,1,0,0,"2,900,000 ₪"
2679,3,1,72,משופץ,8,,ללא,דירה, נאות שקד, נתניה,0,1,1,1,,0,1,0,1,1,1,0,0,"1,065,000 ₪"
2680,5,8,125,במצב שמור,12,1,ללא,דירה, רמת פולג, נתניה,0,1,0,1,,0,1,0,1,0,0,0,0,"2,850,000 ₪"
2681,5,8,132,משופץ,8,2,2,גג/פנטהאוז, קרית השרון, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"4,000,000 ₪"
2682,3.5,קרקע,70,דרוש שיפוץ,,1,1,דו משפחתי, נאות גנים, נתניה,0,1,1,0,,1,1,0,0,0,1,0,0,"3,500,000 ₪"
2683,4,2,95,משופץ,8,1,1,דירה, רמת ידין, נתניה,0,1,0,1,,1,0,1,1,0,0,0,0,"1,650,000 ₪"
2684,5,4,126,חדש,17,1,2,דירה, אגמים, נתניה,0,1,0,1,,0,1,1,1,1,1,0,0,"3,140,000 ₪"
2685,5.5,9,133,חדש,16,1,2,דירה, קרית נורדאו, נתניה,1,1,0,1,,1,1,1,1,1,1,1,1,"2,495,000 ₪"
2686,6,קרקע,180,במצב שמור,,2,2,בית פרטי/קוטג', פרדס הגדוד, נתניה,0,1,1,1,,1,0,1,0,1,1,1,1,"3,500,000 ₪"
2687,6,27,179,חדש מקבלן,31,1,2,גג/פנטהאוז, כוכב הים, נתניה,0,1,0,1,,1,1,1,1,1,1,0,0,"5,340,000 ₪"
2688,3,5,60,משופץ,8,1,ללא,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,0,0,0,1,0,0,0,0,"2,060,000 ₪"
2689,4,קרקע,90,משופץ,3,1,1,דירת גן, גבעת האירוסים, נתניה,0,0,0,0,,0,0,0,0,0,0,0,0,"2,270,000 ₪"
2690,4,3,90,משופץ,7,,ללא,דירה, נאות שקד, נתניה,0,1,0,1,,1,1,0,1,0,1,1,1,"1,490,000 ₪"
2691,5,23,140,משופץ,28,1,1,דירה, אגמים, נתניה,0,1,0,1,,1,0,1,1,1,0,0,0,"3,480,000 ₪"
2692,5,20,132,חדש,28,1,2,דירה, אגמים, נתניה,0,1,0,1,,0,1,1,1,1,1,1,1,"3,950,000 ₪"
2693,3,2,60,במצב שמור,4,,ללא,דירה, קרית נורדאו, נתניה,1,1,0,0,,0,0,0,0,0,0,0,0,"1,350,000 ₪"
2694,5,10,157,חדש,21,1,2,דירה, גלי הים, נתניה,0,1,0,1,,1,1,1,1,1,0,0,0,"4,220,000 ₪"
2695,4,7,120,משופץ,7,2,1,גג/פנטהאוז, מרכז העיר דרום, נתניה,1,1,0,1,,1,1,0,1,0,0,0,0,"2,490,000 ₪"
2696,4,14,125,חדש,24,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,1,1,0,1,1,1,1,1,"4,750,000 ₪"
2697,5,13,155,חדש,17,1,2,דירה, נתניה, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"4,800,000 ₪"
